interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
1770,1775,1,0,9.09,0,0,20,2,2,0,1.82,97.06,85,19.31,96.85,0
1770,1775,1,0,3.06,0,0,21,0,0,0,0.61,167.91,30,11.72,167.57,0
1770,1775,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
1770,1775,1,0,10.11,0,0,23,0,0,1,3.92,15.6,8.89,11.53,15.27,0
1770,1775,1,0,2.07,0,1,24,0,0,0,0.4,48.95,5.69,11.3,48.6,0
1770,1775,1,0,,0,0,25,0,0,0,,,0,,,
1770,1775,1,0,5.66,0,0,26,0,0,0,1.13,15.08,5,11.99,14.75,0
1770,1775,1,0,,0,0,27,0,0,0,,,0,,,
1770,1775,1,0,,0,0,28,0,0,0,,,0,,,
1770,1775,1,8,35.49,0,2,3,0,0,0,4.67,35.4,117.12,18.76,35.23,0
1770,1775,1,3,27.26,1,0,4,4,4,2,3.62,63.95,165.38,19.03,63.69,0
1770,1775,1,0,186.61,0,2,5,1,1,3,14.77,48.23,145.32,3.31,47.21,79
1770,1775,1,0,6.32,0,0,6,0,0,1,0.82,5.75,3.49,19.92,5.56,0
1770,1775,1,0,1.94,0,1,7,0,0,0,0.25,32.95,6.68,21.05,32.76,0
1770,1775,1,0,19.58,2,0,8,0,0,2,2.59,33.34,62.28,19.2,33.14,0
1770,1775,1,0,104.12,0,2,9,2,2,3,10.24,55.98,89.36,3.14,55.2,48
1775,1780,1,0,27.91,2,0,1,1,1,2,3.71,67.44,179.34,19.12,67.23,0
1775,1780,1,0,30.06,3,6,10,5,5,3,3.99,99,282.12,19,98.69,0
1775,1780,1,0,126.05,0,3,11,1,1,0,8.36,58.78,95.68,2.65,57.27,65
1775,1780,1,0,15.65,0,0,12,1,1,3,2.06,20.14,29.27,18.76,19.92,0
1775,1780,1,1,21.33,0,3,13,0,0,0,2.83,64.03,130.2,19.13,63.82,0
1775,1780,1,0,14.17,1,0,14,1,1,4,2.82,97.08,131.15,19.12,96.88,0
1775,1780,1,0,12.2,0,2,15,0,0,3,0.94,16.08,17.64,18.23,15.85,0
1775,1780,1,5,18.1,0,3,16,0,0,0,3.6,84.09,143.91,18.96,83.91,0
1775,1780,1,0,10.37,2,0,17,2,2,2,1.37,42.72,43.96,19.94,42.5,0
1775,1780,1,0,17.73,0,2,18,0,0,2,1.38,21.55,25.17,13.36,20.82,5
1775,1780,1,0,23.82,0,2,19,0,0,0,4.72,19.19,33.66,14.93,18.92,0
1775,1780,1,0,101.48,0,2,2,2,2,0,6.76,47.1,144.16,6.12,46.44,71
1775,1780,1,1,8.62,0,0,20,0,0,0,1.72,97.77,80.63,19.17,97.59,0
1775,1780,1,0,3.06,0,0,21,1,1,0,0.61,165.35,30,11.9,165.01,0
1775,1780,1,0,4.8,0,0,22,0,0,0,0.96,100000,5,0,,5
1775,1780,1,0,5.68,0,0,23,0,0,0,2.27,16.14,5,11.15,15.78,0
1775,1780,1,0,3.64,0,0,24,0,0,0,0.73,48.22,10,11.47,47.87,0
1775,1780,1,0,,0,0,25,0,0,0,,,0,,,
1775,1780,1,0,5.66,0,0,26,0,0,0,1.13,30.98,5,5.84,30.29,0
1775,1780,1,0,,0,0,27,0,0,0,,,0,,,
1775,1780,1,0,,0,0,28,0,0,0,,,0,,,
1775,1780,1,5,26.23,0,1,3,2,2,0,3.46,35.15,86.57,18.89,34.96,0
1775,1780,1,1,25.82,2,0,4,5,5,2,3.43,64.88,156.65,18.76,64.63,0
1775,1780,1,0,162.87,0,2,5,0,0,6,12.85,56.98,126.84,2.8,58.18,32
1775,1780,1,0,30.16,0,6,6,0,0,0,3.78,7.26,16.67,15.78,7,0
1775,1780,1,0,2.9,0,0,7,0,0,0,0.39,33.25,10,20.86,33.06,0
1775,1780,1,0,19.58,2,0,8,1,1,2,2.59,33.49,62.26,19.11,33.28,0
1775,1780,1,0,85.99,0,2,9,2,2,6,8.4,32.64,73.8,5.38,32.59,12
1780,1785,1,0,28.39,4,0,1,8,8,2,3.77,68.03,182.44,18.95,67.83,0
1780,1785,1,2,32.35,1,7,10,7,7,2,4.29,99.06,303.66,18.99,98.8,0
1780,1785,1,0,145.48,0,2,11,0,0,0,9.67,55.22,110.44,2.82,53.81,77
1780,1785,1,0,9.51,0,0,12,0,0,1,1.26,19.34,17.77,19.54,19.11,0
1780,1785,1,0,22.51,0,1,13,0,0,0,3,64.14,137.44,19.1,63.94,0
1780,1785,1,0,13.63,2,0,14,4,4,0,2.72,97.09,126.17,19.11,96.9,0
1780,1785,1,0,16.89,0,2,15,0,0,0,1.34,14.79,24.42,19.83,14.58,0
1780,1785,1,4,16.73,0,2,16,0,0,0,3.33,84.44,133.05,18.88,84.26,0
1780,1785,1,0,10.62,0,0,17,0,0,0,1.42,42,45,20.28,41.8,0
1780,1785,1,0,17.62,0,0,18,1,1,0,1.41,18.57,25,15.5,18.31,5
1780,1785,1,0,27.01,0,0,19,0,0,2,5.38,17.73,38.16,16.16,17.51,0
1780,1785,1,0,110.57,0,2,2,1,1,0,7.36,58.14,157.08,4.96,57.34,89
1780,1785,1,1,8.39,0,2,20,0,0,0,1.67,97.75,78.41,19.17,97.56,0
1780,1785,1,0,2.71,0,0,21,0,0,1,0.54,166.98,26.59,11.78,166.68,0
1780,1785,1,0,7.78,0,1,22,0,0,0,1.52,48.56,8.1,4.37,47.64,5
1780,1785,1,0,5.68,0,0,23,0,0,0,2.27,15.76,5,11.41,15.41,0
1780,1785,1,0,3.64,0,0,24,0,0,0,0.73,48.59,10,11.39,48.24,0
1780,1785,1,0,,0,0,25,0,0,0,,,0,,,
1780,1785,1,0,5.66,0,0,26,0,0,0,1.13,23846.71,5,0.01,23319.1,5
1780,1785,1,0,,0,0,27,0,0,0,,,0,,,
1780,1785,1,0,,0,0,28,0,0,0,,,0,,,
1780,1785,1,6,18.91,0,0,3,0,0,0,2.5,34.66,62.42,19.16,34.47,0
1780,1785,1,0,25.79,5,0,4,3,3,2,3.42,65.33,156.43,18.63,65.07,0
1780,1785,1,0,134.66,0,2,5,0,0,8,10.63,31.92,104.87,5.01,32.14,3
1780,1785,1,0,84.74,0,9,6,0,0,6,10.86,6.25,46.82,18.31,6.05,0
1780,1785,1,1,4.57,0,6,7,1,1,0,0.58,34.08,15.75,20.35,33.9,0
1780,1785,1,0,19.77,2,0,8,1,1,2,2.62,33.82,62.88,18.93,33.62,0
1780,1785,1,0,61.87,0,2,9,3,3,6,6.07,21.13,53.1,8.31,20.98,0
1785,1790,1,0,29.62,2,0,1,5,5,3,3.94,67.42,190.32,19.12,67.22,0
1785,1790,1,4,34.53,2,6,10,5,5,1,4.59,99.47,324.08,18.91,99.26,0
1785,1790,1,0,149.62,0,1,11,1,1,4,9.83,51.06,113.58,3.05,50.66,71
1785,1790,1,0,5.16,0,0,12,0,0,2,0.67,18.93,9.65,19.96,18.72,0
1785,1790,1,1,23.79,0,2,13,1,1,0,3.17,63.98,145.21,19.14,63.78,0
1785,1790,1,0,13.76,1,0,14,2,2,1,2.75,97.18,127.39,19.09,96.98,0
1785,1790,1,0,20.31,0,1,15,1,1,0,1.62,15.13,29.36,19.38,14.93,0
1785,1790,1,0,15.72,0,0,16,2,2,0,3.14,84.3,125,18.91,84.09,0
1785,1790,1,0,10.87,2,0,17,1,1,1,1.44,42.3,46.07,20.14,42.09,0
1785,1790,1,0,18.79,0,1,18,0,0,0,1.5,21.42,26.67,13.44,21.12,5
1785,1790,1,0,18.59,0,0,19,0,0,2,3.68,16.64,26.26,17.22,16.44,0
1785,1790,1,0,110.51,0,2,2,1,1,3,7.3,84.68,157,3.4,83.94,100
1785,1790,1,2,9.19,0,2,20,1,1,0,1.83,97.95,85.93,19.13,97.74,0
1785,1790,1,0,2.55,0,0,21,0,0,0,0.51,165.95,25,11.86,165.62,0
1785,1790,1,0,9.61,0,0,22,0,0,0,1.92,37.07,10,5.73,36.37,5
1785,1790,1,0,0.91,0,0,23,0,0,1,0.29,15.56,0.8,11.56,15.22,0
1785,1790,1,0,5.02,0,1,24,0,0,0,0.99,49.08,13.78,11.27,48.73,0
1785,1790,1,0,,0,0,25,0,0,0,,,0,,,
1785,1790,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1785,1790,1,0,,0,0,27,0,0,0,,,0,,,
1785,1790,1,0,,0,0,28,0,0,0,,,0,,,
1785,1790,1,0,15.6,0,1,3,0,0,0,2.06,34.3,51.5,19.36,34.1,0
1785,1790,1,2,28.24,3,0,4,2,2,2,3.74,65.43,171.27,18.6,65.17,0
1785,1790,1,0,92.02,0,2,5,0,0,7,7.21,20.29,71.66,7.87,20.31,0
1785,1790,1,0,87.15,0,7,6,0,0,6,11.28,6.41,48.16,17.86,6.2,0
1785,1790,1,0,14.57,0,6,7,0,0,0,1.92,35.33,50.22,19.63,35.12,0
1785,1790,1,0,21.23,2,0,8,3,3,2,2.81,33.69,67.52,19,33.47,0
1785,1790,1,0,36.47,0,1,9,0,0,4,3.56,14.15,31.3,12.41,14,0
1790,1795,1,0,28.78,2,0,1,2,2,2,3.83,67.91,184.95,18.99,67.7,0
1790,1795,1,4,35.23,1,4,10,5,5,0,4.69,100.62,330.71,18.7,100.42,0
1790,1795,1,0,124.93,0,0,11,0,0,3,8.21,96.87,94.84,1.61,99.48,66
1790,1795,1,0,1.83,0,0,12,0,0,1,0.24,18.71,3.43,20.2,18.5,0
1790,1795,1,0,24.04,0,1,13,1,1,0,3.2,64.24,146.76,19.07,64.03,0
1790,1795,1,0,13.5,1,0,14,0,0,2,2.69,96.64,125.02,19.2,96.43,0
1790,1795,1,0,24.53,0,2,15,2,2,0,1.95,21.77,35.48,13.47,21.47,1
1790,1795,1,3,16.33,0,4,16,1,1,0,3.24,85.59,129.84,18.63,85.38,0
1790,1795,1,0,10.74,0,0,17,0,0,1,1.43,43.5,45.52,19.58,43.29,0
1790,1795,1,0,24.1,0,1,18,0,0,0,1.92,33.5,34.21,8.59,33.03,11
1790,1795,1,0,16.48,0,4,19,0,0,3,3.11,17.08,23.28,16.77,16.92,0
1790,1795,1,0,115,0,3,2,1,1,0,7.65,89.42,163.38,3.22,88.19,110
1790,1795,1,1,9.61,0,3,20,1,1,0,1.91,97.53,89.87,19.21,97.33,0
1790,1795,1,0,2.55,0,0,21,0,0,0,0.51,166.1,25,11.85,165.76,0
1790,1795,1,0,9.61,0,0,22,0,0,0,1.92,37.06,10,5.73,36.37,5
1790,1795,1,0,,0,0,23,0,0,0,,,0,,,
1790,1795,1,0,5.46,0,0,24,0,0,0,1.09,49.04,15,11.28,48.68,0
1790,1795,1,0,,0,0,25,0,0,0,,,0,,,
1790,1795,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1790,1795,1,0,,0,0,27,0,0,0,,,0,,,
1790,1795,1,0,,0,0,28,0,0,0,,,0,,,
1790,1795,1,0,12.62,0,1,3,1,1,5,1.64,35.13,41.65,18.9,34.96,0
1790,1795,1,0,29.88,2,5,4,2,2,0,3.97,65.29,181.27,18.64,65.08,0
1790,1795,1,0,55.3,0,0,5,1,1,8,4.34,13.48,43.06,11.85,13.27,0
1790,1795,1,0,89.82,0,8,6,0,0,9,11.49,6.45,49.63,17.75,6.24,0
1790,1795,1,0,25.63,0,9,7,0,0,0,3.38,35.75,88.36,19.4,35.55,0
1790,1795,1,0,19.9,2,0,8,1,1,2,2.64,33.05,63.3,19.37,32.84,0
1790,1795,1,0,26.69,0,3,9,1,1,4,2.58,10.08,22.91,17.43,9.89,0
1795,1800,1,0,29.04,2,0,1,6,6,1,3.87,67.94,186.64,18.98,67.72,0
1795,1800,1,4,35.16,1,0,10,4,4,0,4.68,100.33,330.04,18.75,100.12,0
1795,1800,1,0,108.23,0,0,11,0,0,4,7.06,198.4,82.16,0.79,244.34,64
1795,1800,1,0,,0,0,12,0,0,0,,,0,,,
1795,1800,1,1,24.47,0,0,13,0,0,0,3.26,64.52,149.35,18.98,64.31,0
1795,1800,1,0,12.64,0,0,14,2,2,2,2.52,96.31,117.04,19.27,96.1,0
1795,1800,1,0,32.81,0,2,15,4,4,0,2.61,31.52,47.45,9.3,31.09,17
1795,1800,1,1,16.62,0,2,16,2,2,0,3.31,85.17,132.16,18.72,84.94,0
1795,1800,1,0,10.62,0,0,17,1,1,0,1.42,42.96,45,19.82,42.76,0
1795,1800,1,0,23.42,0,0,18,1,1,1,1.84,46.55,33.24,6.18,45.12,17
1795,1800,1,0,16.41,0,1,19,2,2,1,3.21,17.26,23.19,16.61,17.04,0
1795,1800,1,0,117.93,0,1,2,1,1,5,7.75,84.9,167.54,3.39,84.12,108
1795,1800,1,3,9.53,0,1,20,0,0,0,1.9,97.01,89.12,19.32,96.82,0
1795,1800,1,0,2.25,0,0,21,0,0,1,0.45,166.35,22.12,11.83,166.16,0
1795,1800,1,0,12.07,0,1,22,0,0,0,2.38,34.61,12.57,6.13,33.96,5
1795,1800,1,0,,0,0,23,0,0,0,,,0,,,
1795,1800,1,0,5.46,0,0,24,0,0,0,1.09,48.73,15,11.35,48.38,0
1795,1800,1,0,,0,0,25,0,0,0,,,0,,,
1795,1800,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1795,1800,1,0,,0,0,27,0,0,0,,,0,,,
1795,1800,1,0,,0,0,28,0,0,0,,,0,,,
1795,1800,1,0,11.02,0,1,3,2,2,0,1.45,36.17,36.36,18.36,35.95,0
1795,1800,1,1,33.71,4,0,4,1,1,4,4.47,65.53,204.5,18.58,65.25,0
1795,1800,1,0,27.44,0,3,5,2,2,2,2.1,11.74,21.37,13.61,11.52,0
1795,1800,1,0,74.08,0,4,6,0,0,6,9.6,6.4,40.93,17.9,6.18,0
1795,1800,1,0,36.47,0,6,7,1,1,0,4.84,36.19,125.73,19.16,35.98,0
1795,1800,1,0,20.4,1,0,8,3,3,2,2.7,33.1,64.87,19.34,32.89,0
1795,1800,1,0,24.46,0,2,9,0,0,2,2.4,9.35,20.99,18.79,9.13,0
1800,1805,1,0,31.22,5,0,1,2,2,2,4.15,67.2,200.66,19.19,67,0
1800,1805,1,7,34.67,2,4,10,3,3,0,4.61,99.81,325.41,18.85,99.63,0
1800,1805,1,0,69.4,0,0,11,0,0,6,4.5,56.86,52.68,2.74,62.62,15
1800,1805,1,0,6.11,0,6,12,0,0,0,0.76,22.54,11.43,16.77,22.3,0
1800,1805,1,4,21.65,0,0,13,1,1,0,2.88,64.65,132.16,18.95,64.45,0
1800,1805,1,0,13.14,4,0,14,1,1,2,2.61,97,121.68,19.13,96.8,0
1800,1805,1,0,37.22,0,2,15,1,1,0,2.97,33.31,53.83,8.8,32.86,25
1800,1805,1,4,16.28,0,1,16,0,0,0,3.24,84.87,129.45,18.79,84.66,0
1800,1805,1,0,11.74,4,0,17,1,1,3,1.54,42.78,49.74,19.91,42.57,0
1800,1805,1,0,26.4,0,3,18,1,1,0,2.09,37.54,37.47,7.67,37.01,16
1800,1805,1,0,17.69,0,0,19,0,0,0,3.54,15.75,25,18.2,15.53,0
1800,1805,1,0,98.12,0,2,2,1,1,7,6.44,72.13,139.39,3.99,72.89,56
1800,1805,1,2,8.74,0,0,20,1,1,0,1.74,96.94,81.7,19.33,96.69,0
1800,1805,1,0,2.85,2,0,21,0,0,0,0.56,166.12,28,11.84,165.78,0
1800,1805,1,0,14.41,0,0,22,0,0,0,2.88,47.62,15,4.46,46.73,6
1800,1805,1,0,3.04,0,1,23,0,0,0,1.04,21.79,2.68,8.26,21.31,0
1800,1805,1,0,5.46,0,0,24,0,0,0,1.09,49.12,15,11.26,48.77,0
1800,1805,1,0,2.91,2,0,25,0,0,0,0.56,32.38,8,17.09,32.15,0
1800,1805,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1800,1805,1,0,,0,0,27,0,0,0,,,0,,,
1800,1805,1,0,,0,0,28,0,0,0,,,0,,,
1800,1805,1,0,13.83,0,6,3,1,1,3,1.8,35.44,45.64,18.74,35.25,0
1800,1805,1,2,32.06,3,3,4,2,2,3,4.25,65.79,194.49,18.5,65.47,0
1800,1805,1,0,39.16,0,4,5,1,1,2,3.02,11.93,30.49,13.39,11.44,0
1800,1805,1,0,33.12,0,1,6,0,0,6,4.22,6.16,18.3,18.59,5.93,0
1800,1805,1,0,46.59,0,6,7,0,0,0,6.19,36.57,160.6,18.96,36.36,0
1800,1805,1,0,21.73,5,0,8,2,2,1,2.87,33.36,69.11,19.18,33.15,0
1800,1805,1,0,21.86,0,1,9,0,0,2,2.15,9.12,18.76,19.25,8.91,0
1805,1810,1,0,30.56,2,0,1,3,3,5,4.06,67.66,196.4,19.05,67.45,0
1805,1810,1,6,33.46,3,1,10,2,2,0,4.45,99.75,314.07,18.86,99.57,0
1805,1810,1,0,25.29,0,0,11,0,0,6,1.6,23.44,19.2,6.65,25.14,5
1805,1810,1,0,26.27,0,8,12,0,0,0,3.43,20.11,49.12,18.8,19.9,0
1805,1810,1,6,18.62,0,0,13,1,1,0,2.47,65.12,113.65,18.81,64.94,0
1805,1810,1,0,13.72,1,0,14,0,0,0,2.74,97.05,127,19.12,96.84,0
1805,1810,1,0,41.49,0,0,15,1,1,0,3.32,39.51,60,7.42,38.98,29
1805,1810,1,3,14.38,0,0,16,1,1,0,2.87,81.88,114.37,19.47,81.67,0
1805,1810,1,0,11.79,1,0,17,1,1,1,1.57,43.51,49.99,19.58,43.31,0
1805,1810,1,0,31.71,0,0,18,0,0,0,2.54,41.74,45,6.9,41.16,23
1805,1810,1,0,13.08,0,0,19,0,0,3,2.57,15.28,18.48,18.76,15.08,0
1805,1810,1,0,85.43,0,5,2,4,4,8,5.62,38.59,121.36,7.47,38.55,10
1805,1810,1,1,8.46,0,3,20,1,1,0,1.68,96.93,79.12,19.33,96.76,0
1805,1810,1,0,3.06,0,0,21,1,1,0,0.61,163.92,30,12,163.58,0
1805,1810,1,0,14.41,0,0,22,0,0,0,2.88,51.36,15,4.13,50.4,10
1805,1810,1,0,5.68,0,0,23,0,0,0,2.27,16.78,5,10.72,16.41,0
1805,1810,1,0,5.46,0,0,24,0,0,0,1.09,48.6,15,11.38,48.25,0
1805,1810,1,0,3.64,0,0,25,0,0,0,0.73,30.71,10,18.02,30.48,0
1805,1810,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1805,1810,1,0,,0,0,27,0,0,0,,,0,,,
1805,1810,1,0,,0,0,28,0,0,0,,,0,,,
1805,1810,1,0,22.49,0,9,3,1,1,0,2.95,34.75,74.24,19.11,34.54,0
1805,1810,1,1,32.83,4,0,4,2,2,3,4.35,64.47,199.16,18.88,64.2,0
1805,1810,1,0,55.87,0,3,5,0,0,0,4.43,12.34,43.51,12.94,12.03,0
1805,1810,1,0,7.23,0,0,6,0,0,2,0.91,6.2,4,18.46,5.94,0
1805,1810,1,1,50.31,0,2,7,0,0,0,6.7,36.46,173.43,19.02,36.25,0
1805,1810,1,0,24.54,2,0,8,0,0,2,3.25,33.87,78.04,18.89,33.67,0
1805,1810,1,0,22.81,0,2,9,1,1,1,2.25,9.96,19.58,17.63,9.76,0
1810,1815,1,0,29.52,3,0,1,4,4,4,3.92,67.51,189.72,19.1,67.29,0
1810,1815,1,0,33.01,3,1,10,3,3,2,4.39,100.17,309.83,18.78,99.89,0
1810,1815,1,0,10.75,0,2,11,0,0,0,0.69,33.65,8.16,4.63,32.79,5
1810,1815,1,0,39.39,0,1,12,0,0,0,5.24,19.91,73.65,18.98,19.7,0
1810,1815,1,6,13.85,0,0,13,0,0,0,1.84,64.95,84.56,18.86,64.8,0
1810,1815,1,0,14.04,1,0,14,1,1,0,2.81,96.42,130,19.25,96.21,0
1810,1815,1,0,41.49,0,0,15,1,1,0,3.32,85.51,60,3.43,84.34,33
1810,1815,1,0,13.28,0,1,16,1,1,0,2.65,82.21,105.56,19.39,82,0
1810,1815,1,0,11.32,0,0,17,3,3,1,1.5,43.72,47.98,19.48,43.53,0
1810,1815,1,0,36.31,0,2,18,0,0,0,2.89,37.2,51.53,7.74,36.68,29
1810,1815,1,0,5.06,0,0,19,0,0,1,1,15.41,7.16,18.6,15.2,0
1810,1815,1,0,68.98,0,3,2,0,0,8,4.52,23.91,97.99,12.05,23.61,0
1810,1815,1,2,9.09,0,1,20,2,2,0,1.81,96.76,84.99,19.37,96.55,0
1810,1815,1,0,3.06,0,0,21,0,0,0,0.61,163.87,30,12.01,163.53,0
1810,1815,1,0,9.53,0,0,22,0,0,2,1.78,31.18,9.92,6.81,29.61,1
1810,1815,1,0,5.68,0,0,23,0,0,0,2.27,16.69,5,10.78,16.32,0
1810,1815,1,0,5.46,0,0,24,0,0,0,1.09,48.99,15,11.29,48.63,0
1810,1815,1,0,3.64,0,0,25,2,2,0,0.73,31.18,10,17.74,30.96,0
1810,1815,1,0,1.47,0,0,26,0,0,1,0.2,46.87,1.3,3.86,53.98,0
1810,1815,1,0,,0,0,27,0,0,0,,,0,,,
1810,1815,1,0,,0,0,28,0,0,0,,,0,,,
1810,1815,1,0,33.66,0,6,3,0,0,1,4.45,35.4,111.09,18.76,35.19,0
1810,1815,1,0,34.12,2,1,4,4,4,1,4.54,64.26,206.94,18.94,64.03,0
1810,1815,1,0,64.21,0,0,5,0,0,0,5.14,23.36,50,6.84,22.78,9
1810,1815,1,0,2.11,0,1,6,0,0,0,0.24,8.19,1.16,13.97,7.91,0
1810,1815,1,1,50.64,0,0,7,0,0,0,6.75,36.68,174.58,18.91,36.47,0
1810,1815,1,0,25.79,2,0,8,1,1,2,3.42,34.2,82.03,18.71,33.99,0
1810,1815,1,0,27.65,0,1,9,3,3,0,2.75,16.37,23.73,10.73,16,4
1815,1820,1,0,28.75,2,0,1,3,3,3,3.82,68.76,184.76,18.75,68.55,0
1815,1820,1,1,33.84,3,1,10,9,9,1,4.5,100.2,317.62,18.77,99.94,0
1815,1820,1,0,23.98,0,1,11,1,1,0,1.58,16.85,18.21,9.25,16.42,5
1815,1820,1,0,40.11,0,0,12,0,0,0,5.35,19.8,75,19.09,19.59,0
1815,1820,1,4,9.02,0,0,13,0,0,0,1.19,64.76,55.03,18.91,64.57,0
1815,1820,1,0,14.21,0,0,14,1,1,2,2.84,96.08,131.58,19.31,95.87,0
1815,1820,1,0,43.5,0,2,15,1,1,0,3.47,132.71,62.9,2.21,130.9,41
1815,1820,1,1,13.52,0,0,16,1,1,0,2.7,82.32,107.54,19.37,82.13,0
1815,1820,1,0,10.33,1,0,17,1,1,2,1.37,44.5,43.79,19.14,44.3,0
1815,1820,1,0,39.44,0,1,18,0,0,0,3.15,48.93,55.97,5.88,48.25,30
1815,1820,1,0,0.65,0,0,19,0,0,1,0.11,15.33,0.92,18.7,15.11,0
1815,1820,1,0,55.09,0,3,2,1,1,7,3.62,18.5,78.27,15.57,18.24,0
1815,1820,1,0,9.01,0,1,20,0,0,0,1.8,96.92,84.2,19.34,96.71,0
1815,1820,1,0,3.06,0,0,21,0,0,0,0.61,165.03,30,11.92,164.7,0
1815,1820,1,0,4.01,0,0,22,0,0,1,0.7,144.36,4.17,1.47,296.09,1
1815,1820,1,0,5.22,0,0,23,0,0,1,2,16.4,4.59,10.97,16.06,0
1815,1820,1,1,3.93,0,0,24,0,0,0,0.77,48.81,10.78,11.33,48.4,0
1815,1820,1,0,3.64,0,0,25,0,0,0,0.73,30.72,10,18.01,30.5,0
1815,1820,1,0,,0,0,26,0,0,0,,,0,,,
1815,1820,1,0,,0,0,27,0,0,0,,,0,,,
1815,1820,1,0,,0,0,28,0,0,0,,,0,,,
1815,1820,1,0,43.04,0,8,3,1,1,1,5.69,35.89,142.05,18.5,35.67,0
1815,1820,1,0,35.69,2,1,4,6,6,1,4.75,64.1,216.5,18.99,63.88,0
1815,1820,1,0,74.21,0,2,5,0,0,0,5.9,48.39,57.79,3.3,47.18,24
1815,1820,1,0,16.15,0,1,6,0,0,1,2.09,6.12,8.93,18.71,5.92,0
1815,1820,1,3,46.78,0,1,7,0,0,0,6.23,36.94,161.26,18.77,36.74,0
1815,1820,1,0,24.75,2,0,8,4,4,2,3.28,34.53,78.71,18.54,34.32,0
1815,1820,1,0,42.64,0,3,9,1,1,0,4.23,19.82,36.59,8.86,19.36,12
1820,1825,1,0,27.54,2,0,1,5,5,3,3.66,69.75,176.97,18.49,69.54,0
1820,1825,1,1,34.2,1,0,10,3,3,3,4.55,101.39,321.04,18.55,101.1,0
1820,1825,1,0,32.01,0,3,11,1,1,1,2.09,15.44,24.3,10.09,15.06,5
1820,1825,1,0,32.07,0,0,12,0,0,5,4.24,19.93,59.96,18.96,19.74,0
1820,1825,1,2,9.92,0,5,13,1,1,0,1.31,63.01,60.58,19.44,62.8,0
1820,1825,1,0,13.4,3,0,14,0,0,3,2.67,95.67,124.1,19.4,95.46,0
1820,1825,1,0,52.13,0,2,15,2,2,0,4.16,71.12,75.38,4.12,70.15,47
1820,1825,1,0,13.21,0,0,16,1,1,0,2.64,82.17,105,19.4,81.97,0
1820,1825,1,0,10.39,1,0,17,0,0,0,1.38,43.57,44.04,19.55,43.37,0
1820,1825,1,0,45.61,0,1,18,1,1,0,3.64,50.38,64.72,5.71,49.68,37
1820,1825,1,0,,0,0,19,0,0,0,,,0,,,
1820,1825,1,0,46.79,0,4,2,0,0,5,3.07,16.77,66.48,17.18,16.52,1
1820,1825,1,1,8.77,0,0,20,1,1,0,1.75,96.74,81.97,19.37,96.51,0
1820,1825,1,0,2.8,0,0,21,0,0,1,0.56,165.72,27.47,11.87,165.45,0
1820,1825,1,0,2.13,0,1,22,0,0,0,0.4,17.7,2.22,11.99,17.36,0
1820,1825,1,0,,0,0,23,0,0,0,,,0,,,
1820,1825,1,1,4.36,0,1,24,0,0,0,0.86,49.72,11.97,11.13,49.39,0
1820,1825,1,0,3.64,0,0,25,0,0,0,0.73,30.65,10,18.05,30.43,0
1820,1825,1,0,,0,0,26,0,0,0,,,0,,,
1820,1825,1,0,,0,0,27,0,0,0,,,0,,,
1820,1825,1,0,,0,0,28,0,0,0,,,0,,,
1820,1825,1,0,50.58,0,5,3,1,1,1,6.72,36.08,166.93,18.41,35.87,0
1820,1825,1,0,35.54,2,1,4,2,2,4,4.72,64.69,215.58,18.82,64.38,0
1820,1825,1,0,91.23,0,4,5,1,1,0,7.24,41.21,71.05,3.88,40.18,41
1820,1825,1,0,3.89,0,0,6,0,0,1,0.5,5.38,2.15,21.3,5.18,0
1820,1825,1,7,42.24,0,1,7,0,0,0,5.61,36.5,145.6,19,36.3,0
1820,1825,1,0,23.97,2,0,8,0,0,2,3.18,34.41,76.23,18.6,34.21,0
1820,1825,1,0,56.3,0,2,9,1,1,0,5.61,21.66,48.32,8.11,21.17,20
1825,1830,1,0,27.57,3,0,1,6,6,1,3.67,67.77,177.17,19.02,67.55,0
1825,1830,1,4,32.44,3,0,10,2,2,1,4.32,99.56,304.51,18.89,99.32,0
1825,1830,1,0,38.64,0,1,11,0,0,2,2.53,14.78,29.33,10.54,14.52,5
1825,1830,1,0,18.27,0,2,12,0,0,8,2.36,20.11,34.16,18.79,19.91,0
1825,1830,1,0,13.51,0,8,13,0,0,0,1.78,63.22,82.5,19.37,63.02,0
1825,1830,1,0,13.32,1,0,14,1,1,2,2.66,96.45,123.31,19.24,96.24,0
1825,1830,1,0,59.45,0,3,15,0,0,0,4.74,50.98,85.96,5.75,50.28,56
1825,1830,1,0,13.21,0,0,16,0,0,0,2.64,81.55,105,19.55,81.35,0
1825,1830,1,0,11.56,2,0,17,0,0,0,1.54,43.38,49,19.63,43.18,0
1825,1830,1,0,45.8,0,0,18,0,0,0,3.66,77.47,65,3.72,76.39,45
