interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
1380,1385,1,0,13.74,2,0,14,0,0,2,2.74,95.1,127.19,19.51,94.87,0
1380,1385,1,0,28.56,0,2,15,0,0,0,2.27,28.68,41.29,10.22,28.29,18
1380,1385,1,0,19.71,0,2,16,0,0,0,3.93,85.12,156.7,18.73,84.91,0
1380,1385,1,0,12,2,0,17,0,0,2,1.59,42.54,50.86,20.02,42.34,0
1380,1385,1,0,28.75,0,1,18,0,0,0,2.29,41.58,40.8,6.92,41,18
1380,1385,1,0,14.75,0,1,19,1,1,0,2.88,16.61,20.85,17.26,16.38,0
1380,1385,1,0,164.74,0,1,2,1,1,5,10.88,74,234.03,3.89,73.08,149
1380,1385,1,0,7.49,0,0,20,1,1,0,1.5,94.08,70,19.92,93.88,0
1380,1385,1,0,3.06,0,0,21,0,0,0,0.61,170.12,30,11.57,169.77,0
1380,1385,1,0,13.77,0,0,22,0,0,1,2.68,47.58,14.33,4.46,46.36,7
1380,1385,1,0,,0,0,23,0,0,0,,,0,,,
1380,1385,1,0,3.64,0,0,24,0,0,0,0.73,52.14,10,10.61,51.76,0
1380,1385,1,0,1.06,0,0,25,0,0,1,0.2,34.67,2.92,15.96,33.79,0
1380,1385,1,0,12.57,0,1,26,0,0,1,2.36,25.46,11.11,7.1,23.77,3
1380,1385,1,0,,0,0,27,0,0,0,,,0,,,
1380,1385,1,0,,0,0,28,0,0,0,,,0,,,
1380,1385,1,0,12.12,0,0,3,1,1,0,1.61,36.82,40,18.04,36.59,0
1380,1385,1,0,39.73,3,0,4,2,2,0,5.29,62.48,241,19.48,62.28,0
1380,1385,1,0,12.84,0,0,5,1,1,0,1.03,17.81,10,8.97,17.36,1
1380,1385,1,0,5.54,0,0,6,0,0,1,0.72,5.5,3.06,20.84,5.31,0
1380,1385,1,7,45.58,0,1,7,0,0,0,6.05,36.68,157.12,18.9,36.49,0
1380,1385,1,0,21.93,2,0,8,0,0,2,2.9,32.45,69.74,19.72,32.23,0
1380,1385,1,0,27.43,0,3,9,2,2,0,2.71,15.78,23.54,11.13,15.42,8
1385,1390,1,0,28.85,2,0,1,7,7,1,3.84,68.92,185.4,18.71,68.71,0
1385,1390,1,3,33.35,3,1,10,7,7,3,4.43,100.75,313.06,18.67,100.49,0
1385,1390,1,0,101.86,0,4,11,2,2,7,6.56,24.02,77.32,6.49,23.52,7
1385,1390,1,0,9.28,0,6,12,0,0,0,1.18,21.6,17.35,17.49,21.37,0
1385,1390,1,1,8.32,0,0,13,0,0,0,1.11,62.41,50.8,19.63,62.21,0
1385,1390,1,0,13.35,0,0,14,0,0,1,2.66,93.77,123.57,19.79,93.56,0
1385,1390,1,0,35.38,0,1,15,2,2,0,2.82,26.87,51.16,10.91,26.5,20
1385,1390,1,1,20.73,0,2,16,1,1,0,4.13,85.37,164.87,18.67,85.15,0
1385,1390,1,0,11.8,0,0,17,0,0,0,1.57,42.34,50,20.12,42.14,0
1385,1390,1,0,35.11,0,1,18,0,0,0,2.8,44.99,49.83,6.4,44.37,26
1385,1390,1,0,15.28,0,1,19,1,1,2,2.96,16.86,21.59,17,16.68,0
1385,1390,1,0,145.13,0,2,2,2,2,8,9.58,80.06,206.17,3.6,80.67,94
1385,1390,1,0,8.06,0,2,20,2,2,0,1.61,93.83,75.33,19.97,93.63,0
1385,1390,1,0,3.06,0,0,21,0,0,0,0.61,171.44,30,11.48,171.09,0
1385,1390,1,0,6.62,0,0,22,0,0,1,1.27,21.78,6.89,9.74,20.78,0
1385,1390,1,0,,0,0,23,0,0,0,,,0,,,
1385,1390,1,1,3.17,0,0,24,0,0,0,0.62,52.06,8.72,10.63,51.75,0
1385,1390,1,0,,0,0,25,0,0,0,,,0,,,
1385,1390,1,0,11.31,0,0,26,0,0,0,2.26,17.35,10,10.42,16.97,0
1385,1390,1,0,,0,0,27,0,0,0,,,0,,,
1385,1390,1,0,,0,0,28,0,0,0,,,0,,,
1385,1390,1,0,14.42,0,6,3,1,1,2,1.88,35.21,47.59,18.86,34.99,0
1385,1390,1,0,41.49,1,2,4,1,1,2,5.52,62.91,251.65,19.35,62.66,0
1385,1390,1,0,19.12,0,2,5,0,0,0,1.5,29.04,14.89,5.5,28.31,7
1385,1390,1,0,6.83,0,2,6,0,0,0,0.83,7.16,3.77,15.98,6.91,0
1385,1390,1,6,38.22,0,0,7,1,1,0,5.08,36.38,131.75,19.06,36.16,0
1385,1390,1,0,20.82,2,0,8,3,3,3,2.76,32.38,66.22,19.77,32.16,0
1385,1390,1,0,42.03,0,3,9,0,0,0,4.17,15.69,36.07,11.2,15.33,10
1390,1395,1,0,29.76,2,0,1,9,9,3,3.96,67.9,191.28,18.99,67.69,0
1390,1395,1,0,32.25,2,0,10,3,3,3,4.29,99.76,302.69,18.86,99.49,0
1390,1395,1,0,72.47,0,3,11,1,1,7,4.7,13.6,55.01,11.45,13.27,0
1390,1395,1,0,29.68,0,9,12,0,0,0,3.88,20.97,55.49,18.02,20.75,0
1390,1395,1,0,8.19,0,0,13,0,0,0,1.09,62.7,50,19.54,62.49,0
1390,1395,1,0,13.08,2,0,14,2,2,2,2.61,94.73,121.12,19.59,94.53,0
1390,1395,1,0,41.09,0,1,15,1,1,0,3.28,35.87,59.42,8.17,35.38,24
1390,1395,1,0,21.29,0,2,16,0,0,0,4.24,86.08,169.26,18.52,85.87,0
1390,1395,1,0,12.27,1,0,17,1,1,0,1.63,42.52,52,20.03,42.32,0
1390,1395,1,0,35.23,0,0,18,0,0,0,2.82,67.19,50,4.28,66.26,32
1390,1395,1,0,10.9,0,0,19,1,1,1,2.17,15.8,15.4,18.14,15.59,0
1390,1395,1,0,118.32,0,2,2,1,1,9,7.79,73.98,168.09,3.89,75.73,56
1390,1395,1,0,9.06,0,1,20,2,2,0,1.81,93.92,84.71,19.95,93.72,0
1390,1395,1,0,3.46,1,0,21,0,0,0,0.69,169.2,34,11.63,168.86,0
1390,1395,1,0,4.8,0,0,22,0,0,0,0.96,113.2,5,1.87,111.06,2
1390,1395,1,0,,0,0,23,0,0,0,,,0,,,
1390,1395,1,0,1.82,0,0,24,0,0,0,0.36,54.38,5,10.17,53.99,0
1390,1395,1,0,,0,0,25,0,0,0,,,0,,,
1390,1395,1,0,11.31,0,0,26,0,0,0,2.26,18.87,10,9.58,18.45,0
1390,1395,1,0,,0,0,27,0,0,0,,,0,,,
1390,1395,1,0,,0,0,28,0,0,0,,,0,,,
1390,1395,1,0,21.1,0,9,3,0,0,3,2.76,35.72,69.65,18.59,35.52,0
1390,1395,1,0,43.92,3,3,4,3,3,3,5.84,63.23,266.41,19.25,63,0
1390,1395,1,0,31.84,0,3,5,0,0,0,2.51,19.11,24.8,8.36,18.63,10
1390,1395,1,0,14.32,0,0,6,0,0,1,1.89,5.88,7.91,19.48,5.69,0
1390,1395,1,6,29.15,0,1,7,0,0,0,3.87,35.46,100.5,19.56,35.26,0
1390,1395,1,0,19.73,2,0,8,1,1,3,2.61,32.61,62.74,19.63,32.41,0
1390,1395,1,0,57.78,0,3,9,2,2,0,5.74,19.69,49.59,8.92,19.24,16
1395,1400,1,0,29.66,5,0,1,6,6,2,3.94,67.76,190.62,19.03,67.55,0
1395,1400,1,1,31.88,2,0,10,5,5,2,4.25,100.31,299.27,18.75,100.07,0
1395,1400,1,0,56.76,0,2,11,3,3,3,3.72,14.62,43.09,10.66,14.37,9
1395,1400,1,0,46.33,0,4,12,0,0,0,6.15,21.02,86.61,17.98,20.8,0
1395,1400,1,0,8.19,0,0,13,0,0,0,1.09,62.46,50,19.61,62.25,0
1395,1400,1,0,12.35,1,0,14,0,0,2,2.46,95.25,114.37,19.48,95.06,0
1395,1400,1,0,49.89,0,3,15,0,0,0,3.97,35.46,72.14,8.27,34.98,32
1395,1400,1,0,22.01,0,0,16,0,0,0,4.4,85.37,175,18.68,85.16,0
1395,1400,1,0,11.55,2,0,17,4,4,4,1.52,42.71,48.96,19.94,42.5,0
1395,1400,1,0,42.28,0,4,18,0,0,0,3.36,54.69,60,5.26,53.93,39
1395,1400,1,0,7.63,0,0,19,0,0,1,1.51,14.74,10.77,19.44,14.55,0
1395,1400,1,0,98.51,0,3,2,3,3,7,6.51,44.04,139.95,6.54,44.19,27
1395,1400,1,0,9.56,0,1,20,0,0,0,1.91,93.18,89.34,20.11,92.98,0
1395,1400,1,0,3.5,0,0,21,1,1,1,0.7,166.92,34.33,11.79,166.49,0
1395,1400,1,0,4.54,0,1,22,0,0,1,0.79,115.87,4.72,1.83,164.47,3
1395,1400,1,0,,0,0,23,0,0,0,,,0,,,
1395,1400,1,0,1.82,0,0,24,0,0,0,0.36,55.41,5,9.98,55.01,0
1395,1400,1,0,,0,0,25,0,0,0,,,0,,,
1395,1400,1,0,10.47,0,0,26,0,0,1,2,30.66,9.26,5.9,28.99,1
1395,1400,1,0,,0,0,27,0,0,0,,,0,,,
1395,1400,1,0,,0,0,28,0,0,0,,,0,,,
1395,1400,1,0,31.86,0,6,3,0,0,0,4.21,36.79,105.15,18.05,36.57,0
1395,1400,1,0,44.78,3,0,4,5,5,3,5.96,63.7,271.65,19.11,63.44,0
1395,1400,1,0,49.32,0,3,5,1,1,0,3.9,16.74,38.4,9.54,16.32,10
1395,1400,1,0,1.24,0,0,6,0,0,1,0.14,5.37,0.68,21.32,5.18,0
1395,1400,1,5,23.89,0,1,7,1,1,0,3.16,35.09,82.34,19.76,34.88,0
1395,1400,1,0,18.58,2,0,8,1,1,1,2.46,33.29,59.08,19.23,33.09,0
1395,1400,1,0,73.07,0,1,9,1,1,0,7.3,26.02,62.71,6.75,25.43,23
1400,1405,1,0,30.19,2,0,1,4,4,3,4.01,68.48,193.98,18.83,68.28,0
1400,1405,1,0,31.62,1,0,10,3,3,1,4.21,102.67,296.74,18.32,102.43,0
1400,1405,1,0,47.64,0,1,11,2,2,2,3.14,17.3,36.16,9.01,17.02,10
1400,1405,1,0,53.6,0,2,12,2,2,1,7.12,20.69,100.22,18.27,20.47,0
1400,1405,1,1,8.77,0,1,13,0,0,0,1.17,62.64,53.56,19.55,62.44,0
1400,1405,1,0,12.77,2,0,14,1,1,1,2.55,95.73,118.21,19.39,95.54,0
1400,1405,1,0,52.94,0,1,15,3,3,0,4.23,45.33,76.56,6.47,44.71,40
1400,1405,1,0,22.01,0,0,16,2,2,0,4.4,85,175,18.76,84.79,0
1400,1405,1,0,9.97,1,0,17,0,0,1,1.32,41.99,42.24,20.29,41.79,0
1400,1405,1,0,51.8,0,1,18,0,0,0,4.14,44.58,73.51,6.46,43.96,42
1400,1405,1,0,4.47,0,0,19,0,0,1,0.88,14.63,6.32,19.59,14.41,0
1400,1405,1,0,82.66,0,3,2,2,2,9,5.44,27.89,117.43,10.33,27.74,6
1400,1405,1,1,9.93,0,1,20,0,0,0,1.98,93.42,92.8,20.06,93.22,0
1400,1405,1,0,2.91,0,0,21,0,0,1,0.58,169.23,28.57,11.63,168.88,0
1400,1405,1,0,5.87,0,1,22,0,0,0,1.14,18.44,6.11,11.51,18.09,0
1400,1405,1,0,2.84,0,1,23,0,0,0,1.06,15.86,2.5,11.35,15.5,0
1400,1405,1,0,1.82,0,0,24,0,0,0,0.36,55.61,5,9.95,55.2,0
1400,1405,1,0,,0,0,25,0,0,0,,,0,,,
1400,1405,1,0,5.66,0,0,26,0,0,0,1.13,46.7,5,3.87,45.67,1
1400,1405,1,0,2.72,0,1,27,0,0,0,1.02,17.7,2.82,11.94,17.36,0
1400,1405,1,0,,0,0,28,0,0,0,,,0,,,
1400,1405,1,0,42.75,0,9,3,0,0,1,5.65,37.35,141.1,17.78,37.13,0
1400,1405,1,0,44.17,2,1,4,4,4,3,5.87,63.47,267.9,19.18,63.22,0
1400,1405,1,0,72.5,0,3,5,1,1,0,5.75,21.1,56.46,7.57,20.57,15
1400,1405,1,0,,0,0,6,0,0,0,,,0,,,
1400,1405,1,4,17.56,0,0,7,0,0,0,2.33,34.13,60.55,20.32,33.93,0
1400,1405,1,0,19.47,2,0,8,3,3,3,2.57,33.26,61.91,19.24,33.07,0
1400,1405,1,0,80.9,0,3,9,3,3,0,8.06,46.25,69.43,3.8,45.19,37
1405,1410,1,0,30.09,2,0,1,1,1,3,4,68.51,193.38,18.82,68.31,0
1405,1410,1,0,32.28,2,0,10,4,4,0,4.3,102.72,303,18.31,102.51,0
1405,1410,1,0,35.66,0,0,11,1,1,3,2.3,28.02,27.07,5.56,27.78,11
1405,1410,1,0,51.99,0,2,12,1,1,4,6.89,20.65,97.21,18.3,20.44,0
1405,1410,1,3,8.83,0,4,13,0,0,0,1.16,62.98,53.88,19.45,62.76,0
1405,1410,1,0,12.96,1,0,14,1,1,0,2.59,96.16,120,19.3,95.95,0
1405,1410,1,0,55.32,0,0,15,1,1,0,4.43,71.25,80,4.12,70.28,46
1405,1410,1,1,21.7,0,0,16,2,2,0,4.34,84.81,172.58,18.8,84.61,0
1405,1410,1,0,10.62,0,0,17,5,5,0,1.42,41.87,45,20.34,41.68,0
1405,1410,1,0,52.85,0,0,18,1,1,0,4.23,47.75,75,6.03,47.09,50
1405,1410,1,0,3.11,0,1,19,1,1,1,0.53,28.75,4.39,9.97,29.78,0
1405,1410,1,0,64.94,0,3,2,0,0,6,4.28,22.79,92.26,12.64,22.54,5
1405,1410,1,0,10.12,0,1,20,0,0,0,2.02,93.62,94.65,20.02,93.43,0
1405,1410,1,0,2.55,0,0,21,0,0,0,0.51,167.76,25,11.73,167.42,0
1405,1410,1,0,9.61,0,0,22,0,0,0,1.92,18.43,10,11.52,18.08,0
1405,1410,1,0,5.68,0,0,23,0,0,0,2.27,15.77,5,11.41,15.42,0
1405,1410,1,0,1.82,0,0,24,0,0,0,0.36,54.58,5,10.14,54.18,0
1405,1410,1,0,,0,0,25,0,0,0,,,0,,,
1405,1410,1,0,5.66,0,0,26,0,0,0,1.13,86766.73,5,0,84847.01,5
1405,1410,1,0,4.83,0,0,27,0,0,0,1.93,18.13,5,11.65,17.78,0
1405,1410,1,0,,0,0,28,0,0,0,,,0,,,
1405,1410,1,0,53.53,0,7,3,0,0,0,7.1,37.76,176.66,17.58,37.54,0
1405,1410,1,0,44.57,2,0,4,3,3,2,5.93,63.63,270.34,19.13,63.39,0
1405,1410,1,0,87.41,0,2,5,0,0,0,6.96,26.49,68.07,6.03,25.83,24
1405,1410,1,0,,0,0,6,0,0,0,,,0,,,
1405,1410,1,4,11.04,0,0,7,1,1,0,1.46,34.03,38.06,20.38,33.83,0
1405,1410,1,0,18.42,1,0,8,1,1,1,2.44,33.94,58.58,18.86,33.74,0
1405,1410,1,0,96.6,0,1,9,1,1,1,9.58,39.49,82.9,4.45,38.39,48
1410,1415,1,0,28.91,3,0,1,4,4,4,3.84,68.15,185.8,18.92,67.93,0
1410,1415,1,0,33.38,1,0,10,2,2,1,4.45,101.72,313.28,18.49,101.49,0
1410,1415,1,0,25.37,0,1,11,0,0,1,1.67,55.95,19.26,2.78,57.91,15
1410,1415,1,0,39.45,0,0,12,0,0,9,5.19,20.49,73.75,18.45,20.26,0
1410,1415,1,2,12.21,0,9,13,1,1,0,1.6,64.56,74.53,18.97,64.35,0
1410,1415,1,0,13.05,2,0,14,2,2,1,2.61,95.73,120.85,19.38,95.51,0
1410,1415,1,0,58.01,0,1,15,2,2,0,4.63,114.12,83.89,2.57,112.56,60
1410,1415,1,2,20.86,0,1,16,0,0,0,4.16,85.47,165.86,18.65,85.27,0
1410,1415,1,0,10.47,2,0,17,1,1,2,1.39,41.66,44.39,20.44,41.46,0
1410,1415,1,0,54.33,0,2,18,1,1,0,4.34,102.27,77.11,2.81,100.85,50
1410,1415,1,0,3.54,0,0,19,0,0,0,0.71,16.3,5,17.58,16.07,0
1410,1415,1,0,55.15,0,4,2,1,1,7,3.6,19.7,78.35,14.63,19.33,5
1410,1415,1,1,9.87,0,0,20,1,1,0,1.97,93.72,92.29,19.99,93.54,0
1410,1415,1,0,2.55,0,0,21,0,0,0,0.51,167.54,25,11.74,167.2,0
1410,1415,1,0,9.61,0,0,22,0,0,0,1.92,18.18,10,11.67,17.84,0
1410,1415,1,0,6.9,0,1,23,0,0,0,2.67,15.84,6.07,11.36,15.49,0
1410,1415,1,0,1.82,0,0,24,0,0,0,0.36,54.66,5,10.12,54.27,0
1410,1415,1,0,,1,0,25,0,0,0,,,0,,,
1410,1415,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1410,1415,1,0,4.83,0,0,27,0,0,0,1.93,18.27,5,11.56,17.92,0
1410,1415,1,0,,0,0,28,0,0,0,,,0,,,
1410,1415,1,0,63.37,0,6,3,0,0,0,8.42,37.51,209.14,17.7,37.28,0
1410,1415,1,0,43.82,2,0,4,2,2,4,5.83,63.8,265.79,19.08,63.56,0
1410,1415,1,0,107.97,0,3,5,0,0,0,8.6,36.25,84.08,4.41,35.34,38
1410,1415,1,0,8.64,0,1,6,0,0,0,1.01,12.51,4.77,9.15,12.07,0
1410,1415,1,2,6.83,0,0,7,0,0,0,0.91,34.27,23.53,20.24,34.09,0
1410,1415,1,0,19.34,3,0,8,1,1,1,2.57,33.92,61.5,18.87,33.72,0
1410,1415,1,0,94.63,0,1,9,2,2,1,9.42,61.67,81.21,2.85,60.9,49
1415,1420,1,0,28.83,3,0,1,2,2,3,3.83,67.56,185.25,19.08,67.35,0
1415,1420,1,0,33.08,3,0,10,4,4,3,4.4,102.71,310.5,18.32,102.42,0
1415,1420,1,0,29.63,0,2,11,0,0,0,1.95,32.33,22.49,4.82,31.5,15
1415,1420,1,0,23.11,0,1,12,0,0,4,3.04,19.99,43.21,18.91,19.76,0
1415,1420,1,2,16.09,0,4,13,2,2,0,2.13,65.91,98.19,18.58,65.71,0
1415,1420,1,0,14.28,1,0,14,2,2,1,2.85,95.67,132.17,19.4,95.47,0
1415,1420,1,0,59.18,0,1,15,2,2,0,4.73,172.8,85.58,1.7,170.44,64
1415,1420,1,2,20.21,0,0,16,0,0,0,4.04,86.93,160.68,18.34,86.73,0
1415,1420,1,0,10.03,1,0,17,3,3,1,1.33,42.72,42.51,19.94,42.54,0
1415,1420,1,0,62.89,0,1,18,1,1,0,5.03,78.84,89.25,3.65,77.74,61
1415,1420,1,0,3.54,0,0,19,0,0,0,0.71,15.95,5,17.97,15.73,0
1415,1420,1,0,47.13,0,3,2,1,1,4,3.1,17.74,66.96,16.24,17.49,5
1415,1420,1,0,9.63,0,0,20,0,0,0,1.93,93.87,90,19.96,93.67,0
1415,1420,1,0,2.55,0,0,21,0,0,0,0.51,167.53,25,11.74,167.19,0
1415,1420,1,0,9.61,0,0,22,0,0,0,1.92,24.3,10,8.73,23.84,1
1415,1420,1,0,9.35,0,0,23,0,0,1,3.66,16.56,8.23,10.86,16.23,0
1415,1420,1,0,2.31,0,1,24,0,0,0,0.45,53.79,6.35,10.29,53.4,0
1415,1420,1,0,1.82,0,0,25,0,0,0,0.35,30.54,5,18.12,30.32,0
1415,1420,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1415,1420,1,0,4.83,0,0,27,0,0,1,1.93,18.18,5,11.62,17.83,0
1415,1420,1,0,,0,0,28,0,0,0,,,0,,,
1415,1420,1,1,68.63,0,6,3,1,1,2,9.11,37.27,226.5,17.82,37.06,0
1415,1420,1,1,42.46,2,2,4,0,0,5,5.63,64.24,257.56,18.95,63.95,0
1415,1420,1,0,134.08,0,6,5,0,0,3,10.5,33.34,104.41,4.79,32.3,47
1415,1420,1,0,6.75,0,0,6,0,0,1,0.88,6.03,3.73,18.99,5.83,0
1415,1420,1,2,4.38,0,1,7,0,0,0,0.57,34.21,15.1,20.27,33.95,0
1415,1420,1,0,22.6,2,0,8,7,7,2,2.99,33.42,71.88,19.15,33.2,0
1415,1420,1,0,95.29,0,2,9,1,1,3,9.36,99.34,81.78,1.77,101.89,54
1420,1425,1,0,28.62,2,0,1,5,5,2,3.81,68.12,183.94,18.93,67.92,0
1420,1425,1,0,33.96,2,6,10,4,4,6,4.51,102.99,318.77,18.27,102.71,0
1420,1425,1,0,59.16,0,6,11,0,0,1,3.86,17.06,44.91,9.13,16.69,15
1420,1425,1,0,11.16,0,0,12,0,0,4,1.46,19.21,20.87,19.67,18.97,0
1420,1425,1,1,18.17,0,4,13,0,0,0,2.41,66.19,110.93,18.51,65.97,0
1420,1425,1,0,13.54,2,0,14,0,0,4,2.7,95.38,125.4,19.46,95.17,0
1420,1425,1,0,69.04,0,3,15,1,1,0,5.51,78.84,99.84,3.72,77.76,77
1420,1425,1,1,19.51,0,1,16,1,1,0,3.89,87.17,155.16,18.29,86.95,0
1420,1425,1,0,10.17,1,0,17,0,0,1,1.35,42.77,43.11,19.91,42.58,0
1420,1425,1,0,64.58,0,1,18,0,0,0,5.16,78.88,91.65,3.65,77.79,71
1420,1425,1,0,2.93,0,0,19,0,0,1,0.57,15.94,4.14,17.98,15.72,0
1420,1425,1,0,42.19,0,2,2,0,0,4,2.77,18.06,59.93,15.95,17.73,5
1420,1425,1,0,9.73,0,1,20,0,0,0,1.94,93.79,90.99,19.98,93.59,0
1420,1425,1,0,2.85,1,0,21,0,0,0,0.57,169.59,28,11.6,169.25,0
1420,1425,1,0,9.61,0,0,22,0,0,0,1.92,95.85,10,2.21,94.04,6
1420,1425,1,0,5.68,0,0,23,0,0,0,2.27,17.19,5,10.47,16.81,0
1420,1425,1,0,3.64,0,0,24,0,0,0,0.73,51.14,10,10.82,50.77,0
1420,1425,1,0,1.82,0,0,25,0,0,0,0.36,28.68,5,19.29,28.47,0
1420,1425,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1420,1425,1,0,0.29,0,0,27,0,0,0,0.05,18.18,0.3,11.62,,0
1420,1425,1,0,0.44,0,1,28,0,0,0,0.08,173.09,4.32,11.37,172.74,0
1420,1425,1,4,71.82,0,2,3,0,0,0,9.54,37.27,237.04,17.82,37.06,0
1420,1425,1,2,38.72,2,0,4,6,6,4,5.15,63.96,234.89,19.03,63.68,0
1420,1425,1,0,132.58,0,4,5,0,0,7,10.37,22.78,103.24,7.01,22.31,5
1420,1425,1,0,29.97,0,6,6,0,0,0,3.76,7.4,16.56,15.48,7.14,0
1420,1425,1,0,4.35,0,0,7,1,1,0,0.58,33.45,15,20.73,33.26,0
1420,1425,1,0,22.74,2,0,8,0,0,1,3.02,33.3,72.32,19.22,33.08,0
1420,1425,1,0,75.86,0,1,9,3,3,6,7.4,33.48,65.1,5.25,33.58,9
1425,1430,1,0,29.27,4,0,1,5,5,2,3.89,68.55,188.09,18.81,68.35,0
1425,1430,1,1,36.64,2,8,10,1,1,1,4.87,102.17,343.92,18.41,101.91,0
1425,1430,1,0,82.28,0,2,11,1,1,0,5.46,15.15,62.46,10.29,14.76,15
1425,1430,1,0,7.66,0,1,12,0,0,2,1,19,14.32,19.89,18.82,0
1425,1430,1,0,19.66,0,2,13,0,0,0,2.62,65.94,120.03,18.58,65.72,0
1425,1430,1,0,13.07,1,0,14,2,2,0,2.61,96.07,121.04,19.32,95.86,0
1425,1430,1,0,75.88,0,1,15,1,1,0,6.07,62.63,109.73,4.68,61.78,80
1425,1430,1,2,19.12,0,0,16,0,0,0,3.82,86.54,152,18.42,86.32,0
1425,1430,1,0,10.53,1,0,17,1,1,1,1.39,43.64,44.64,19.52,43.45,0
1425,1430,1,0,69.13,0,1,18,1,1,0,5.52,92.7,98.11,3.1,91.41,73
1425,1430,1,0,,0,0,19,0,0,0,,,0,,,
1425,1430,1,0,37.47,0,1,2,1,1,4,2.47,19.01,53.24,15.16,18.81,9
1425,1430,1,0,10.16,0,0,20,1,1,0,2.03,93.96,95,19.94,93.76,0
1425,1430,1,0,3.06,0,0,21,0,0,0,0.61,168.38,30,11.68,168.04,0
1425,1430,1,0,9.61,0,0,22,0,0,0,1.92,100000,10,0,100000,10
1425,1430,1,0,11.31,0,1,23,0,0,0,4.39,16.78,9.95,10.72,16.41,0
1425,1430,1,0,3.64,0,0,24,0,0,0,0.73,51.27,10,10.79,50.9,0
1425,1430,1,0,1.82,0,0,25,0,0,0,0.36,28.74,5,19.25,28.53,0
1425,1430,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1425,1430,1,0,,0,0,27,0,0,0,,,0,,,
1425,1430,1,0,0.51,0,0,28,0,0,0,0.1,171.85,5,11.45,171.5,0
1425,1430,1,6,67.74,0,2,3,1,1,0,9,36.91,223.57,17.99,36.7,0
1425,1430,1,1,36.75,1,0,4,1,1,3,4.88,63.44,222.93,19.19,63.18,0
1425,1430,1,0,99.4,0,3,5,0,0,8,7.78,17.95,77.41,8.9,17.72,0
1425,1430,1,0,86.32,0,9,6,0,0,6,11.09,6.35,47.69,18.02,6.14,0
1425,1430,1,2,5.01,0,6,7,0,0,0,0.64,34.49,17.27,20.11,34.33,0
1425,1430,1,0,23.24,2,0,8,2,2,3,3.08,33,73.92,19.39,32.77,0
1425,1430,1,0,47.07,0,3,9,1,1,7,4.57,17.58,40.4,9.99,17.34,0
1430,1435,1,0,29.22,2,0,1,6,6,5,3.88,68.23,187.76,18.9,68.01,0
1430,1435,1,2,38.85,3,5,10,2,2,3,5.16,101.8,364.68,18.48,101.52,0
1430,1435,1,0,81.19,0,3,11,0,0,4,5.28,19.31,61.63,8.07,18.81,15
1430,1435,1,0,7.24,0,3,12,1,1,0,0.94,19.03,13.54,19.86,18.83,0
1430,1435,1,1,19.82,0,0,13,1,1,0,2.64,64.63,121,18.95,64.43,0
1430,1435,1,0,13.17,1,0,14,2,2,1,2.63,96.69,121.92,19.19,96.49,0
1430,1435,1,0,78.04,0,1,15,0,0,0,6.24,73.6,112.84,3.98,72.6,84
1430,1435,1,5,16.68,0,0,16,1,1,0,3.32,84.72,132.66,18.82,84.54,0
1430,1435,1,0,10.62,0,0,17,0,0,0,1.42,43.8,45,19.45,43.59,0
1430,1435,1,0,70.46,0,0,18,1,1,0,5.64,134.38,100,2.14,132.51,75
1430,1435,1,0,1.93,0,1,19,1,1,0,0.3,49.11,2.73,5.83,48.43,0
1430,1435,1,0,35.69,0,6,2,1,1,2,2.34,19.41,50.7,14.84,19.19,10
1430,1435,1,1,9.67,0,0,20,0,0,0,1.93,94.17,90.4,19.9,93.97,0
1430,1435,1,0,3.06,0,0,21,0,0,0,0.61,167.78,30,11.73,167.44,0
1430,1435,1,0,9.61,0,0,22,0,0,0,1.92,100000,10,0,,10
1430,1435,1,0,7.26,0,0,23,0,0,1,2.82,13.96,6.39,12.89,13.47,0
1430,1435,1,1,3.33,0,1,24,0,0,0,0.65,50.13,9.14,11.04,49.75,0
1430,1435,1,0,1.82,0,0,25,0,0,0,0.36,28.62,5,19.33,28.41,0
1430,1435,1,0,5.66,0,0,26,0,0,0,1.13,100000,5,0,,5
1430,1435,1,0,,0,0,27,0,0,0,,,0,,,
1430,1435,1,0,0.51,0,0,28,0,0,0,0.1,169.37,5,11.62,169.02,0
1430,1435,1,8,62.98,0,4,3,0,0,0,8.35,36.41,207.86,18.24,36.21,0
1430,1435,1,4,32.74,0,0,4,1,1,2,4.36,63.09,198.6,19.29,62.86,0
1430,1435,1,0,69.39,0,2,5,1,1,7,5.41,13.61,54.04,11.74,13.34,0
1430,1435,1,0,87.85,0,7,6,0,0,7,11.31,6.42,48.54,17.84,6.21,0
1430,1435,1,0,14.59,0,7,7,0,0,0,1.92,36.16,50.3,19.18,35.95,0
1430,1435,1,0,21.15,2,0,8,1,1,2,2.8,32.72,67.27,19.56,32.51,0
1430,1435,1,0,36.35,0,2,9,2,2,3,3.54,10.14,31.19,17.32,9.87,0
