,interval_begin,interval_end,interval_id,edge_arrived,edge_density,edge_departed,edge_entered,edge_id,edge_laneChangedFrom,edge_laneChangedTo,edge_left,edge_occupancy,edge_overlapTraveltime,edge_sampledSeconds,edge_speed,edge_traveltime,edge_waitingTime
206,935.0,940.0,1.0,0.0,2.8,0.0,1.0,19.0,1.0,1.0,0.0,0.47,36.28,3.95,7.9,35.77,0.0
207,935.0,940.0,1.0,0.0,23.83,0.0,3.0,2.0,2.0,2.0,3.0,1.56,18.48,33.86,15.59,18.26,5.0
208,935.0,940.0,1.0,0.0,11.77,0.0,0.0,20.0,0.0,0.0,0.0,2.35,97.95,110.0,19.13,97.74,0.0
209,935.0,940.0,1.0,0.0,3.06,0.0,0.0,21.0,1.0,1.0,0.0,0.61,167.75,30.0,11.73,167.41,0.0
210,935.0,940.0,1.0,0.0,6.73,0.0,0.0,22.0,0.0,0.0,1.0,1.28,51.12,7.01,4.15,52.91,0.0
211,935.0,940.0,1.0,0.0,2.93,0.0,1.0,23.0,0.0,0.0,0.0,1.09,15.72,2.58,11.45,15.37,0.0
212,935.0,940.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,53.75,5.0,10.29,53.36,0.0
213,935.0,940.0,1.0,0.0,1.7533333333333332,0.0,0.0,25.0,0.0,0.0,0.0,0.5166666666666667,81.82000000000001,0.0,10.973333333333334,81.45333333333333,0.0
214,935.0,940.0,1.0,0.0,16.96,0.0,1.0,26.0,0.0,0.0,0.0,3.34,17.76,14.99,10.18,17.36,0.0
215,935.0,940.0,1.0,0.0,1.7533333333333336,0.0,0.0,27.0,0.0,0.0,0.0,0.5166666666666667,81.82000000000001,0.0,10.973333333333334,81.45333333333333,0.0
216,935.0,940.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,175.99,5.0,11.18,175.63,0.0
217,935.0,940.0,1.0,1.0,65.2,0.0,4.0,3.0,1.0,1.0,1.0,8.67,36.27,215.17,18.31,36.06,0.0
218,935.0,940.0,1.0,0.0,38.91,1.0,1.0,4.0,3.0,3.0,3.0,5.17,63.77,236.02,19.09,63.51,0.0
219,935.0,940.0,1.0,0.0,76.42,0.0,3.0,5.0,0.0,0.0,0.0,6.07,55.48,59.51,2.88,54.09,27.0
220,935.0,940.0,1.0,0.0,3.2099999999999995,0.0,0.0,6.0,0.0,0.0,0.0,0.4366666666666667,23.653333333333336,0.0,10.863333333333335,23.083333333333332,0.0
221,935.0,940.0,1.0,2.0,17.53,0.0,0.0,7.0,0.0,0.0,0.0,2.33,35.3,60.44,19.65,35.11,0.0
222,935.0,940.0,1.0,0.0,20.01,2.0,0.0,8.0,1.0,1.0,4.0,2.65,31.92,63.65,20.05,31.73,0.0
223,935.0,940.0,1.0,0.0,74.22,0.0,3.0,9.0,3.0,3.0,0.0,7.39,23.05,63.69,7.62,22.52,26.0
224,940.0,945.0,1.0,0.0,27.43,4.0,0.0,1.0,3.0,3.0,2.0,3.65,66.71,176.26,19.33,66.48,0.0
226,940.0,945.0,1.0,0.0,62.23,0.0,3.0,11.0,1.0,1.0,3.0,4.07,13.43,47.24,11.6,13.12,6.0
227,940.0,945.0,1.0,0.0,32.47,0.0,1.0,12.0,0.0,0.0,7.0,4.26,20.69,60.72,18.27,20.47,0.0
228,940.0,945.0,1.0,2.0,21.55,0.0,7.0,13.0,1.0,1.0,0.0,2.85,65.7,131.53,18.64,65.48,0.0
229,940.0,945.0,1.0,0.0,15.23,3.0,0.0,14.0,0.0,0.0,0.0,3.04,97.28,141.0,19.08,97.07,0.0
230,940.0,945.0,1.0,0.0,89.88,0.0,1.0,15.0,1.0,1.0,0.0,7.18,120.06,129.96,2.44,118.42,99.0
231,940.0,945.0,1.0,5.0,18.57,0.0,0.0,16.0,0.0,0.0,0.0,3.7,83.23,147.65,19.16,83.03,0.0
232,940.0,945.0,1.0,0.0,12.67,2.0,0.0,17.0,2.0,2.0,1.0,1.68,44.77,53.7,19.02,44.57,0.0
233,940.0,945.0,1.0,0.0,74.72,0.0,1.0,18.0,0.0,0.0,0.0,5.97,198.5,106.04,1.45,195.75,91.0
234,940.0,945.0,1.0,0.0,3.54,0.0,0.0,19.0,0.0,0.0,0.0,0.71,16.03,5.0,17.88,15.8,0.0
235,940.0,945.0,1.0,0.0,24.55,0.0,2.0,2.0,1.0,1.0,2.0,1.62,17.29,34.88,16.67,17.07,5.0
236,940.0,945.0,1.0,0.0,11.77,0.0,0.0,20.0,2.0,2.0,0.0,2.35,98.04,110.0,19.11,97.83,0.0
237,940.0,945.0,1.0,0.0,2.88,0.0,0.0,21.0,0.0,0.0,1.0,0.57,167.2,28.31,11.77,166.85,0.0
238,940.0,945.0,1.0,0.0,4.43,0.0,1.0,22.0,0.0,0.0,1.0,0.76,48.53,4.61,4.37,43.9,1.0
239,940.0,945.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,0.0,2.27,15.37,5.0,11.7,15.03,0.0
240,940.0,945.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,53.39,5.0,10.36,53.0,0.0
241,940.0,945.0,1.0,0.0,3.9766666666666666,0.0,0.0,25.0,0.0,0.0,0.0,1.13,39.09666666666667,0.0,8.81,37.31,0.3333333333333333
242,940.0,945.0,1.0,0.0,16.97,0.0,0.0,26.0,0.0,0.0,0.0,3.39,17.5,15.0,10.33,17.11,0.0
243,940.0,945.0,1.0,0.0,2.67,0.0,0.0,27.0,0.0,0.0,0.0,0.91,81.98333333333333,0.0,11.056666666666667,81.62,0.0
244,940.0,945.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,177.19,5.0,11.11,176.83,0.0
245,940.0,945.0,1.0,6.0,66.11,0.0,2.0,3.0,0.0,0.0,0.0,8.78,36.59,218.18,18.15,36.39,0.0
246,940.0,945.0,1.0,2.0,37.33,0.0,0.0,4.0,4.0,4.0,2.0,4.97,64.34,226.47,18.92,64.07,0.0
247,940.0,945.0,1.0,0.0,88.64,0.0,2.0,5.0,0.0,0.0,0.0,7.06,44.17,69.02,3.62,43.07,46.0
248,940.0,945.0,1.0,0.0,4.3500000000000005,0.0,0.0,6.0,0.0,0.0,0.0,0.63,18.093333333333334,0.0,11.473333333333334,17.57,0.0
249,940.0,945.0,1.0,1.0,15.37,0.0,0.0,7.0,0.0,0.0,0.0,2.05,35.32,53.0,19.63,35.12,0.0
250,940.0,945.0,1.0,0.0,19.8,2.0,0.0,8.0,2.0,2.0,1.0,2.62,32.06,62.97,19.97,31.85,0.0
251,940.0,945.0,1.0,0.0,86.93,0.0,1.0,9.0,1.0,1.0,1.0,8.66,33.36,74.6,5.27,32.47,34.0
252,945.0,950.0,1.0,0.0,28.41,2.0,0.0,1.0,9.0,9.0,3.0,3.78,66.57,182.6,19.37,66.35,0.0
254,945.0,950.0,1.0,0.0,63.22,0.0,3.0,11.0,1.0,1.0,0.0,4.17,16.37,47.99,9.52,15.95,10.0
255,945.0,950.0,1.0,0.0,20.82,0.0,2.0,12.0,0.0,0.0,4.0,2.73,19.92,38.92,18.97,19.7,0.0
256,945.0,950.0,1.0,1.0,25.41,0.0,4.0,13.0,0.0,0.0,0.0,3.38,66.2,155.1,18.5,65.99,0.0
257,945.0,950.0,1.0,0.0,16.07,0.0,0.0,14.0,2.0,2.0,1.0,3.21,96.91,148.78,19.15,96.7,0.0
258,945.0,950.0,1.0,0.0,90.56,0.0,1.0,15.0,1.0,1.0,0.0,7.24,179.85,130.96,1.63,177.4,111.0
259,945.0,950.0,1.0,4.0,15.89,0.0,0.0,16.0,0.0,0.0,0.0,3.17,82.87,126.33,19.24,82.67,0.0
260,945.0,950.0,1.0,0.0,11.94,1.0,0.0,17.0,1.0,1.0,3.0,1.58,45.6,50.59,18.68,45.43,0.0
261,945.0,950.0,1.0,0.0,82.9,0.0,3.0,18.0,1.0,1.0,0.0,6.62,125.46,117.64,2.29,123.72,94.0
262,945.0,950.0,1.0,0.0,3.54,0.0,0.0,19.0,0.0,0.0,0.0,0.71,15.46,5.0,18.54,15.24,0.0
263,945.0,950.0,1.0,0.0,28.6,0.0,3.0,2.0,0.0,0.0,0.0,1.89,18.33,40.63,15.72,18.08,5.0
264,945.0,950.0,1.0,0.0,11.77,0.0,0.0,20.0,1.0,1.0,0.0,2.35,97.21,110.0,19.28,97.0,0.0
265,945.0,950.0,1.0,0.0,2.75,1.0,0.0,21.0,0.0,0.0,0.0,0.55,166.35,27.0,11.83,166.01,0.0
266,945.0,950.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.56,5.0,11.43,18.21,0.0
267,945.0,950.0,1.0,0.0,8.24,0.0,1.0,23.0,0.0,0.0,0.0,3.22,14.63,7.25,12.3,14.31,0.0
268,945.0,950.0,1.0,0.0,1.82,0.0,0.0,24.0,0.0,0.0,0.0,0.36,53.79,5.0,10.28,53.41,0.0
269,945.0,950.0,1.0,0.0,2.3766666666666665,0.0,0.0,25.0,0.0,0.0,0.0,0.47333333333333333,81.78333333333333,0.0,11.026666666666666,81.42333333333333,0.0
270,945.0,950.0,1.0,0.0,16.97,0.0,0.0,26.0,0.0,0.0,0.0,3.39,19.37,15.0,9.33,18.94,0.0
271,945.0,950.0,1.0,0.0,2.3766666666666665,0.0,0.0,27.0,0.0,0.0,0.0,0.47333333333333333,81.78333333333333,0.0,11.026666666666666,81.42333333333333,0.0
272,945.0,950.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,173.0,5.0,11.37,172.65,0.0
273,945.0,950.0,1.0,6.0,57.29,0.0,1.0,3.0,0.0,0.0,0.0,7.62,37.11,189.06,17.9,36.9,0.0
274,945.0,950.0,1.0,1.0,34.15,3.0,0.0,4.0,6.0,6.0,4.0,4.53,65.13,207.14,18.69,64.81,0.0
275,945.0,950.0,1.0,0.0,107.29,0.0,3.0,5.0,0.0,0.0,0.0,8.54,43.04,83.55,3.71,41.97,50.0
276,945.0,950.0,1.0,0.0,0.46,0.0,1.0,6.0,0.0,0.0,0.0,0.01,29.17,0.25,3.93,28.15,0.0
277,945.0,950.0,1.0,3.0,12.25,0.0,0.0,7.0,0.0,0.0,0.0,1.62,35.55,42.23,19.51,35.34,0.0
278,945.0,950.0,1.0,0.0,20.1,2.0,0.0,8.0,1.0,1.0,2.0,2.66,32.36,63.92,19.78,32.14,0.0
279,945.0,950.0,1.0,0.0,90.06,0.0,2.0,9.0,2.0,2.0,1.0,8.89,53.65,77.29,3.27,52.67,44.0
280,950.0,955.0,1.0,0.0,27.38,2.0,0.0,1.0,5.0,5.0,3.0,3.64,66.36,175.96,19.43,66.15,0.0
282,950.0,955.0,1.0,0.0,76.6,0.0,1.0,11.0,1.0,1.0,0.0,5.1,26.69,58.14,5.84,26.01,22.0
283,950.0,955.0,1.0,0.0,13.58,0.0,0.0,12.0,0.0,0.0,3.0,1.79,19.36,25.39,19.53,19.12,0.0
284,950.0,955.0,1.0,0.0,27.88,0.0,3.0,13.0,0.0,0.0,0.0,3.71,66.67,170.22,18.37,66.45,0.0
285,950.0,955.0,1.0,0.0,15.35,1.0,0.0,14.0,2.0,2.0,4.0,3.06,96.46,142.07,19.24,96.26,0.0
286,950.0,955.0,1.0,0.0,93.58,0.0,4.0,15.0,2.0,2.0,4.0,7.39,109.66,135.33,2.67,110.5,98.0
287,950.0,955.0,1.0,4.0,13.14,0.0,0.0,16.0,2.0,2.0,0.0,2.62,82.08,104.45,19.42,81.88,0.0
288,950.0,955.0,1.0,0.0,10.79,1.0,0.0,17.0,1.0,1.0,1.0,1.43,46.12,45.72,18.47,45.91,0.0
289,950.0,955.0,1.0,0.0,84.36,0.0,1.0,18.0,0.0,0.0,4.0,6.67,77.12,119.72,3.73,76.61,78.0
290,950.0,955.0,1.0,0.0,2.78,0.0,0.0,19.0,0.0,0.0,1.0,0.54,15.38,3.93,18.63,15.16,0.0
291,950.0,955.0,1.0,0.0,40.33,0.0,3.0,2.0,5.0,5.0,0.0,2.67,22.74,57.3,12.67,22.43,10.0
292,950.0,955.0,1.0,0.0,11.89,0.0,1.0,20.0,1.0,1.0,0.0,2.38,97.34,111.19,19.25,97.13,0.0
293,950.0,955.0,1.0,0.0,3.06,0.0,0.0,21.0,1.0,1.0,0.0,0.61,163.59,30.0,12.03,163.26,0.0
294,950.0,955.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.16,5.0,11.69,17.82,0.0
295,950.0,955.0,1.0,0.0,9.06,0.0,0.0,23.0,0.0,0.0,1.0,3.55,13.42,7.97,13.4,13.06,0.0
296,950.0,955.0,1.0,0.0,2.41,0.0,1.0,24.0,0.0,0.0,0.0,0.47,51.89,6.63,10.66,51.51,0.0
297,950.0,955.0,1.0,0.0,2.5733333333333333,0.0,0.0,25.0,0.0,0.0,0.0,0.51,82.16333333333334,0.0,11.166666666666666,81.80333333333333,0.0
298,950.0,955.0,1.0,0.0,16.97,0.0,0.0,26.0,0.0,0.0,0.0,3.39,80.67,15.0,2.24,78.88,6.0
299,950.0,955.0,1.0,0.0,2.5733333333333333,0.0,0.0,27.0,0.0,0.0,0.0,0.51,82.16333333333334,0.0,11.166666666666666,81.80333333333333,0.0
300,950.0,955.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,176.44,5.0,11.15,176.08,0.0
301,950.0,955.0,1.0,7.0,48.02,0.0,0.0,3.0,1.0,1.0,0.0,6.38,37.46,158.48,17.73,37.28,0.0
302,950.0,955.0,1.0,3.0,32.47,2.0,0.0,4.0,2.0,2.0,2.0,4.31,64.2,196.96,18.96,63.94,0.0
303,950.0,955.0,1.0,0.0,124.34,0.0,2.0,5.0,0.0,0.0,3.0,9.79,40.48,96.83,3.95,39.48,52.0
304,950.0,955.0,1.0,0.0,9.05,0.0,0.0,6.0,0.0,0.0,0.0,1.17,9.08,5.0,12.61,8.76,0.0
305,950.0,955.0,1.0,6.0,6.12,0.0,0.0,7.0,0.0,0.0,0.0,0.8,34.7,21.09,19.98,34.46,0.0
306,950.0,955.0,1.0,0.0,18.61,2.0,0.0,8.0,0.0,0.0,3.0,2.46,31.92,59.2,20.05,31.73,0.0
307,950.0,955.0,1.0,0.0,99.25,0.0,4.0,9.0,2.0,2.0,3.0,9.73,43.41,85.18,4.05,42.38,49.0
308,955.0,960.0,1.0,0.0,28.13,4.0,0.0,1.0,5.0,5.0,1.0,3.74,66.66,180.75,19.34,66.45,0.0
310,955.0,960.0,1.0,0.0,84.49,0.0,1.0,11.0,1.0,1.0,0.0,5.62,40.78,64.14,3.82,39.73,38.0
311,955.0,960.0,1.0,0.0,14.36,0.0,4.0,12.0,1.0,1.0,1.0,1.87,20.25,26.84,18.66,20.06,0.0
312,955.0,960.0,1.0,0.0,29.47,0.0,1.0,13.0,1.0,1.0,0.0,3.93,66.27,179.89,18.48,66.06,0.0
313,955.0,960.0,1.0,0.0,14.08,1.0,0.0,14.0,2.0,2.0,2.0,2.81,95.89,130.32,19.35,95.68,0.0
314,955.0,960.0,1.0,0.0,89.5,0.0,2.0,15.0,0.0,0.0,4.0,7.1,60.76,129.43,4.83,60.71,81.0
315,955.0,960.0,1.0,5.0,10.05,0.0,0.0,16.0,1.0,1.0,0.0,2.0,80.3,79.89,19.85,80.11,0.0
316,955.0,960.0,1.0,0.0,10.59,1.0,0.0,17.0,2.0,2.0,1.0,1.41,46.23,44.88,18.42,46.04,0.0
317,955.0,960.0,1.0,0.0,80.33,0.0,1.0,18.0,0.0,0.0,0.0,6.41,67.59,114.0,4.26,66.74,83.0
318,955.0,960.0,1.0,0.0,3.596666666666667,0.0,0.0,19.0,0.0,0.0,0.0,1.0966666666666667,14.486666666666666,0.0,13.456666666666669,15.223333333333334,0.0
319,955.0,960.0,1.0,0.0,47.16,0.0,1.0,2.0,1.0,1.0,0.0,3.14,27.28,67.0,10.56,26.9,20.0
320,955.0,960.0,1.0,0.0,12.3,0.0,0.0,20.0,1.0,1.0,0.0,2.46,97.19,115.0,19.28,96.99,0.0
321,955.0,960.0,1.0,0.0,3.06,0.0,0.0,21.0,0.0,0.0,0.0,0.61,164.79,30.0,11.94,164.46,0.0
322,955.0,960.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,18.63,5.0,11.39,18.28,0.0
323,955.0,960.0,1.0,0.0,5.68,0.0,0.0,23.0,0.0,0.0,1.0,2.27,12.51,5.0,14.38,12.23,0.0
324,955.0,960.0,1.0,0.0,3.64,0.0,0.0,24.0,0.0,0.0,0.0,0.73,51.06,10.0,10.83,50.69,0.0
325,955.0,960.0,1.0,0.0,3.6633333333333336,0.0,0.0,25.0,0.0,0.0,0.0,1.11,69.35666666666667,0.0,12.296666666666667,69.02666666666666,0.0
327,955.0,960.0,1.0,0.0,3.6633333333333327,0.0,0.0,27.0,0.0,0.0,0.0,1.11,69.35666666666667,0.0,12.296666666666667,69.02666666666666,0.0
328,955.0,960.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,176.93,5.0,11.12,176.57,0.0
329,955.0,960.0,1.0,5.0,42.67,0.0,5.0,3.0,2.0,2.0,0.0,5.64,37.26,140.83,17.82,37.05,0.0
330,955.0,960.0,1.0,1.0,31.28,2.0,0.0,4.0,3.0,3.0,2.0,4.16,64.36,189.77,18.91,64.1,0.0
331,955.0,960.0,1.0,0.0,103.85,0.0,3.0,5.0,2.0,2.0,6.0,8.11,29.96,80.87,5.33,29.77,5.0
332,955.0,960.0,1.0,0.0,35.0,0.0,6.0,6.0,0.0,0.0,1.0,4.4,7.22,19.34,15.87,6.99,0.0
333,955.0,960.0,1.0,0.0,2.23,0.0,1.0,7.0,0.0,0.0,0.0,0.29,33.44,7.7,20.74,33.25,0.0
334,955.0,960.0,1.0,0.0,19.5,1.0,0.0,8.0,2.0,2.0,0.0,2.59,32.51,62.0,19.69,32.31,0.0
335,955.0,960.0,1.0,0.0,78.95,0.0,0.0,9.0,0.0,0.0,6.0,7.7,31.75,67.76,5.53,31.54,8.0
336,960.0,965.0,1.0,0.0,29.75,3.0,0.0,1.0,3.0,3.0,3.0,3.95,66.47,191.22,19.4,66.25,0.0
338,960.0,965.0,1.0,0.0,100.5,0.0,3.0,11.0,0.0,0.0,0.0,6.66,50.46,76.29,3.09,49.17,46.0
339,960.0,965.0,1.0,0.0,17.27,0.0,0.0,12.0,0.0,0.0,1.0,2.3,19.63,32.29,19.26,19.43,0.0
340,960.0,965.0,1.0,0.0,29.96,0.0,1.0,13.0,0.0,0.0,0.0,3.99,65.94,182.89,18.57,65.73,0.0
341,960.0,965.0,1.0,0.0,14.15,3.0,0.0,14.0,0.0,0.0,0.0,2.83,96.05,131.0,19.32,95.84,0.0
342,960.0,965.0,1.0,0.0,86.44,0.0,0.0,15.0,1.0,1.0,0.0,6.92,62.38,125.0,4.7,61.53,88.0
343,960.0,965.0,1.0,0.0,9.19,0.0,1.0,16.0,0.0,0.0,0.0,1.83,82.02,73.11,19.44,81.82,0.0
344,960.0,965.0,1.0,0.0,10.62,1.0,0.0,17.0,0.0,0.0,0.0,1.42,46.5,45.0,18.32,46.28,0.0
345,960.0,965.0,1.0,0.0,76.42,0.0,0.0,18.0,0.0,0.0,2.0,6.08,124.06,108.45,2.32,124.86,85.0
347,960.0,965.0,1.0,0.0,52.14,0.0,2.0,2.0,0.0,0.0,0.0,3.47,36.25,74.07,7.95,35.75,29.0
348,960.0,965.0,1.0,0.0,12.3,0.0,0.0,20.0,0.0,0.0,0.0,2.46,97.38,115.0,19.24,97.17,0.0
349,960.0,965.0,1.0,0.0,3.06,0.0,0.0,21.0,1.0,1.0,0.0,0.61,164.47,30.0,11.96,164.13,0.0
350,960.0,965.0,1.0,0.0,4.8,0.0,0.0,22.0,0.0,0.0,0.0,0.96,56.56,5.0,3.75,55.49,2.0
351,960.0,965.0,1.0,0.0,0.31,0.0,0.0,23.0,0.0,0.0,0.0,0.06,12.32,0.27,14.6,16.583333333333332,0.0
352,960.0,965.0,1.0,0.0,5.24,0.0,1.0,24.0,0.0,0.0,0.0,1.04,46.1,14.39,12.0,45.77,0.0
353,960.0,965.0,1.0,0.0,3.2399999999999998,1.0,0.0,25.0,0.0,0.0,0.0,0.9033333333333333,30.39,0.0,9.276666666666666,86.18333333333334,0.6666666666666666
355,960.0,965.0,1.0,0.0,4.61,0.0,1.0,27.0,0.0,0.0,0.0,1.69,22.29,4.78,9.48,21.87,0.0
356,960.0,965.0,1.0,0.0,0.51,0.0,0.0,28.0,0.0,0.0,0.0,0.1,181.55,5.0,10.84,181.19,0.0
357,960.0,965.0,1.0,8.0,40.0,0.0,3.0,3.0,3.0,3.0,0.0,5.28,36.48,132.02,18.2,36.3,0.0
358,960.0,965.0,1.0,2.0,29.97,3.0,0.0,4.0,3.0,3.0,1.0,3.99,64.44,181.76,18.89,64.23,0.0
359,960.0,965.0,1.0,0.0,69.86,0.0,1.0,5.0,0.0,0.0,9.0,5.44,17.47,54.4,9.14,17.31,0.0
360,960.0,965.0,1.0,0.0,89.19,0.0,9.0,6.0,0.0,0.0,5.0,11.48,6.65,49.28,17.23,6.43,0.0
361,960.0,965.0,1.0,1.0,4.0,0.0,5.0,7.0,1.0,1.0,0.0,0.51,35.33,13.78,19.63,35.17,0.0
362,960.0,965.0,1.0,0.0,20.43,2.0,0.0,8.0,2.0,2.0,3.0,2.7,32.21,64.97,19.87,32.0,0.0
363,960.0,965.0,1.0,0.0,50.54,0.0,3.0,9.0,5.0,5.0,6.0,4.91,20.38,43.38,8.62,20.37,0.0
364,965.0,970.0,1.0,0.0,29.91,2.0,0.0,1.0,6.0,6.0,3.0,3.98,66.18,192.2,19.48,65.98,0.0
366,965.0,970.0,1.0,0.0,110.55,0.0,1.0,11.0,0.0,0.0,0.0,7.36,52.43,83.92,2.97,51.08,58.0
367,965.0,970.0,1.0,0.0,16.14,0.0,2.0,12.0,2.0,2.0,2.0,2.1,20.3,30.18,18.62,20.08,0.0
368,965.0,970.0,1.0,0.0,31.36,0.0,2.0,13.0,1.0,1.0,0.0,4.18,65.67,191.42,18.65,65.46,0.0
369,965.0,970.0,1.0,0.0,14.75,1.0,0.0,14.0,4.0,4.0,2.0,2.94,97.56,136.56,19.02,97.36,0.0
370,965.0,970.0,1.0,0.0,85.34,0.0,2.0,15.0,1.0,1.0,3.0,6.74,81.12,123.41,3.61,79.98,76.0
371,965.0,970.0,1.0,2.0,8.3,0.0,0.0,16.0,0.0,0.0,0.0,1.65,80.77,65.97,19.74,80.56,0.0
372,965.0,970.0,1.0,0.0,12.27,2.0,0.0,17.0,2.0,2.0,0.0,1.63,45.59,52.0,18.68,45.38,0.0
375,965.0,970.0,1.0,0.0,61.42,0.0,3.0,2.0,4.0,4.0,0.0,4.08,47.64,87.26,6.05,46.98,42.0
376,965.0,970.0,1.0,2.0,12.01,0.0,0.0,20.0,1.0,1.0,0.0,2.4,98.07,112.3,19.11,97.88,0.0
377,965.0,970.0,1.0,0.0,3.06,0.0,0.0,21.0,0.0,0.0,0.0,0.61,164.44,30.0,11.96,164.11,0.0
380,965.0,970.0,1.0,0.0,5.46,0.0,0.0,24.0,0.0,0.0,0.0,1.09,45.77,15.0,12.09,45.44,0.0
381,965.0,970.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.35,28.85,5.0,19.18,28.64,0.0
383,965.0,970.0,1.0,0.0,4.83,0.0,0.0,27.0,0.0,0.0,0.0,1.93,19.62,5.0,10.77,19.24,0.0
384,965.0,970.0,1.0,1.0,0.48,0.0,0.0,28.0,0.0,0.0,0.0,0.09,177.44,4.7,11.09,177.6,0.0
385,965.0,970.0,1.0,6.0,31.29,0.0,1.0,3.0,2.0,2.0,0.0,4.14,35.28,103.26,18.82,35.08,0.0
386,965.0,970.0,1.0,1.0,29.41,1.0,0.0,4.0,4.0,4.0,3.0,3.9,64.54,178.38,18.86,64.25,0.0
387,965.0,970.0,1.0,0.0,38.49,0.0,3.0,5.0,0.0,0.0,4.0,2.96,12.3,29.97,12.99,12.04,0.0
388,965.0,970.0,1.0,0.0,88.83,0.0,5.0,6.0,0.0,0.0,7.0,11.49,6.85,49.08,16.71,6.62,0.0
389,965.0,970.0,1.0,0.0,14.01,0.0,7.0,7.0,0.0,0.0,0.0,1.84,37.49,48.29,18.5,37.28,0.0
390,965.0,970.0,1.0,0.0,18.88,2.0,0.0,8.0,2.0,2.0,3.0,2.5,32.16,60.05,19.9,31.95,0.0
391,965.0,970.0,1.0,0.0,35.95,0.0,2.0,9.0,0.0,0.0,4.0,3.51,10.38,30.86,16.92,10.11,0.0
392,970.0,975.0,1.0,0.0,28.84,3.0,0.0,1.0,3.0,3.0,2.0,3.84,66.41,185.33,19.41,66.2,0.0
394,970.0,975.0,1.0,0.0,111.97,0.0,0.0,11.0,1.0,1.0,0.0,7.46,91.77,85.0,1.7,89.42,64.0
395,970.0,975.0,1.0,0.0,17.4,0.0,1.0,12.0,0.0,0.0,1.0,2.29,20.55,32.54,18.39,20.35,0.0
396,970.0,975.0,1.0,0.0,32.07,0.0,1.0,13.0,0.0,0.0,0.0,4.27,65.76,195.75,18.63,65.55,0.0
397,970.0,975.0,1.0,0.0,13.72,0.0,0.0,14.0,1.0,1.0,3.0,2.74,96.06,127.02,19.32,95.86,0.0
398,970.0,975.0,1.0,0.0,77.68,0.0,2.0,15.0,2.0,2.0,8.0,6.1,57.66,112.33,5.09,57.4,34.0
399,970.0,975.0,1.0,2.0,9.11,0.0,4.0,16.0,0.0,0.0,0.0,1.8,82.66,72.4,19.29,82.46,0.0
400,970.0,975.0,1.0,0.0,12.05,1.0,0.0,17.0,0.0,0.0,3.0,1.59,44.26,51.07,19.24,44.02,0.0
401,970.0,975.0,1.0,0.0,58.38,0.0,3.0,18.0,0.0,0.0,6.0,4.56,90.4,82.84,3.18,92.96,35.0
402,970.0,975.0,1.0,0.0,6.47,0.0,4.0,19.0,1.0,1.0,0.0,1.19,21.49,9.15,13.34,21.19,0.0
403,970.0,975.0,1.0,0.0,73.85,0.0,3.0,2.0,0.0,0.0,0.0,4.91,42.5,104.92,6.78,41.91,54.0
404,970.0,975.0,1.0,4.0,10.53,0.0,0.0,20.0,0.0,0.0,0.0,2.1,98.12,98.49,19.1,97.91,0.0
405,970.0,975.0,1.0,0.0,3.06,0.0,0.0,21.0,0.0,0.0,0.0,0.61,163.95,30.0,12.0,163.62,0.0
408,970.0,975.0,1.0,0.0,5.46,0.0,0.0,24.0,0.0,0.0,0.0,1.09,45.39,15.0,12.19,45.06,0.0
409,970.0,975.0,1.0,0.0,1.82,0.0,0.0,25.0,0.0,0.0,0.0,0.36,25.42,5.0,21.77,25.24,0.0
411,970.0,975.0,1.0,0.0,4.83,0.0,0.0,27.0,0.0,0.0,0.0,1.93,19.07,5.0,11.08,18.71,0.0
413,970.0,975.0,1.0,5.0,25.18,0.0,2.0,3.0,1.0,1.0,0.0,3.31,35.28,83.1,18.82,35.11,0.0
414,970.0,975.0,1.0,1.0,29.15,4.0,0.0,4.0,1.0,1.0,1.0,3.87,64.09,176.82,18.99,63.85,0.0
415,970.0,975.0,1.0,0.0,28.96,0.0,1.0,5.0,0.0,0.0,1.0,2.29,11.88,22.55,13.44,11.59,0.0
416,970.0,975.0,1.0,0.0,61.62,0.0,4.0,6.0,0.0,0.0,8.0,7.84,6.78,34.05,16.89,6.55,0.0
417,970.0,975.0,1.0,0.0,24.74,0.0,8.0,7.0,0.0,0.0,0.0,3.26,38.45,85.28,18.04,38.23,0.0
418,970.0,975.0,1.0,0.0,18.87,2.0,0.0,8.0,0.0,0.0,1.0,2.51,32.05,60.0,19.97,31.85,0.0
